user_id,started_at,completed_at,completed,steps_completed,goal
28407,2025-12-23 03:18:38,2025-12-23 03:21:46,1,5,weight_loss
28408,2025-12-28 13:01:43,2025-12-28 13:08:35,1,5,weight_loss
28410,2025-12-23 09:42:40,2025-12-23 09:47:06,1,5,flexibility
28412,2025-12-09 19:16:13,,0,1,flexibility
28415,2025-12-12 22:54:24,,0,2,weight_loss
28416,2025-11-06 04:54:56,2025-11-06 05:01:29,1,5,endurance
28417,2025-12-20 22:37:03,,0,2,weight_loss
28420,2025-12-07 09:42:56,2025-12-07 09:50:37,1,5,muscle_gain
28421,2025-12-27 23:43:14,,0,3,weight_loss
28422,2025-11-19 18:17:48,2025-11-19 18:22:52,1,5,endurance
28423,2025-11-15 14:39:01,,0,2,weight_loss
28424,2025-12-11 07:45:10,2025-12-11 07:51:54,1,5,general_fitness
28425,2025-12-06 21:07:55,2025-12-06 21:14:07,1,5,muscle_gain
28426,2025-11-14 11:13:48,2025-11-14 11:21:09,1,5,general_fitness
28429,2025-12-21 09:34:42,2025-12-21 09:41:17,1,5,endurance
28431,2025-11-20 02:33:07,,0,1,muscle_gain
28433,2025-12-19 16:38:17,2025-12-19 16:41:34,1,5,endurance
28434,2025-12-31 13:14:58,2025-12-31 13:19:55,1,5,weight_loss
28435,2025-11-09 07:36:36,2025-11-09 07:41:20,1,5,muscle_gain
28436,2025-12-11 10:03:01,2025-12-11 10:10:30,1,5,flexibility
28438,2025-11-09 12:41:44,2025-11-09 12:47:45,1,5,muscle_gain
28439,2025-12-30 12:29:55,2025-12-30 12:36:45,1,5,muscle_gain
28440,2025-12-06 15:56:35,2025-12-06 16:04:33,1,5,general_fitness
28441,2025-12-20 14:27:35,2025-12-20 14:33:44,1,5,endurance
28442,2025-12-04 20:33:51,2025-12-04 20:38:32,1,5,endurance
28444,2025-12-28 09:01:26,2025-12-28 09:06:56,1,5,muscle_gain
28445,2025-11-14 12:04:07,2025-11-14 12:08:42,1,5,endurance
28446,2025-12-21 08:06:27,2025-12-21 08:13:40,1,5,weight_loss
28447,2025-11-02 09:51:29,2025-11-02 09:57:40,1,5,endurance
28448,2025-11-23 08:21:38,,0,3,muscle_gain
28450,2025-12-14 08:50:26,2025-12-14 08:55:22,1,5,flexibility
28452,2025-11-22 11:46:39,2025-11-22 11:51:55,1,5,muscle_gain
28453,2025-11-15 16:44:28,2025-11-15 16:48:04,1,5,flexibility
28454,2025-11-20 04:59:49,2025-11-20 05:04:12,1,5,muscle_gain
28455,2025-11-11 21:33:57,2025-11-11 21:39:15,1,5,muscle_gain
28456,2025-11-22 21:27:15,2025-11-22 21:31:46,1,5,weight_loss
28457,2025-12-25 08:43:50,2025-12-25 08:51:24,1,5,endurance
28458,2025-11-24 03:33:33,,0,3,general_fitness
28460,2025-11-21 10:29:47,,0,1,endurance
28461,2025-12-08 17:56:37,2025-12-08 18:01:41,1,5,flexibility
28462,2025-11-14 03:07:20,2025-11-14 03:15:03,1,5,weight_loss
28463,2025-11-02 22:57:50,2025-11-02 23:05:09,1,5,weight_loss
28465,2025-11-28 01:06:58,2025-11-28 01:14:02,1,5,weight_loss
28468,2025-12-23 06:00:29,2025-12-23 06:07:37,1,5,endurance
28469,2025-12-02 23:04:14,2025-12-02 23:10:11,1,5,weight_loss
28470,2025-11-08 14:03:19,2025-11-08 14:11:12,1,5,weight_loss
28471,2025-11-23 03:21:46,2025-11-23 03:29:31,1,5,endurance
28474,2025-11-12 13:39:35,2025-11-12 13:45:04,1,5,weight_loss
28475,2025-11-27 12:38:35,,0,3,endurance
28476,2025-12-07 08:15:57,2025-12-07 08:20:21,1,5,weight_loss
28477,2025-12-29 02:52:52,2025-12-29 02:59:59,1,5,weight_loss
28478,2025-11-09 15:14:15,2025-11-09 15:21:47,1,5,weight_loss
28479,2025-12-23 09:03:42,2025-12-23 09:11:39,1,5,weight_loss
28480,2025-12-21 01:50:12,2025-12-21 01:55:57,1,5,muscle_gain
28481,2025-11-25 07:17:43,,0,1,flexibility
28482,2025-12-23 15:00:32,2025-12-23 15:06:05,1,5,muscle_gain
28483,2025-12-13 12:02:00,2025-12-13 12:09:54,1,5,general_fitness
28484,2025-11-15 20:05:26,2025-11-15 20:09:28,1,5,flexibility
28485,2025-11-24 04:24:19,,0,4,weight_loss
28486,2025-11-27 09:34:32,2025-11-27 09:42:11,1,5,muscle_gain
28487,2025-11-27 11:31:26,2025-11-27 11:35:31,1,5,muscle_gain
28489,2025-12-18 02:03:38,2025-12-18 02:11:08,1,5,general_fitness
28491,2025-12-09 20:56:12,,0,2,general_fitness
28492,2025-11-29 12:38:20,2025-11-29 12:41:39,1,5,muscle_gain
28495,2025-11-07 22:28:28,2025-11-07 22:33:30,1,5,general_fitness
28497,2025-12-18 14:28:37,,0,1,weight_loss
28499,2025-11-06 08:13:45,,0,2,general_fitness
28500,2025-12-14 16:34:56,,0,1,muscle_gain
28501,2025-11-12 03:01:58,,0,4,weight_loss
28503,2025-12-21 23:06:42,2025-12-21 23:13:19,1,5,weight_loss
28504,2025-12-21 20:24:02,,0,2,general_fitness
28505,2025-11-06 08:49:57,2025-11-06 08:54:56,1,5,general_fitness
28506,2025-12-12 13:08:29,2025-12-12 13:11:50,1,5,general_fitness
28508,2025-12-08 03:54:01,2025-12-08 03:57:21,1,5,muscle_gain
28509,2025-12-31 20:21:16,,0,1,muscle_gain
28512,2025-11-14 02:15:39,2025-11-14 02:23:23,1,5,flexibility
28514,2025-12-09 16:22:17,2025-12-09 16:26:19,1,5,muscle_gain
28515,2025-12-06 00:40:41,2025-12-06 00:44:12,1,5,flexibility
28516,2025-12-16 15:50:47,,0,2,endurance
28517,2025-12-30 02:09:12,,0,3,general_fitness
28519,2025-12-30 05:13:43,2025-12-30 05:20:02,1,5,general_fitness
28520,2025-11-16 18:23:37,2025-11-16 18:26:44,1,5,endurance
28522,2025-11-25 12:10:57,2025-11-25 12:16:43,1,5,weight_loss
28523,2025-11-03 08:56:40,2025-11-03 09:02:37,1,5,general_fitness
28524,2025-12-05 15:08:42,,0,3,muscle_gain
28526,2025-12-22 08:21:57,,0,2,endurance
28527,2025-11-08 04:04:01,2025-11-08 04:08:08,1,5,general_fitness
28528,2025-12-11 13:35:28,2025-12-11 13:39:12,1,5,flexibility
28529,2025-11-24 05:03:41,2025-11-24 05:10:57,1,5,weight_loss
28530,2025-11-17 03:56:44,2025-11-17 04:02:50,1,5,muscle_gain
28531,2025-12-27 12:39:36,2025-12-27 12:47:00,1,5,general_fitness
28533,2025-11-27 23:03:04,2025-11-27 23:08:49,1,5,muscle_gain
28534,2025-12-21 12:08:56,2025-12-21 12:12:33,1,5,muscle_gain
28535,2025-12-26 22:17:32,,0,4,weight_loss
28536,2025-12-05 00:36:41,,0,2,muscle_gain
28537,2025-11-15 07:57:20,2025-11-15 08:02:23,1,5,endurance
28538,2025-12-31 18:19:53,,0,2,muscle_gain
28539,2025-11-30 20:47:19,,0,4,weight_loss
28540,2025-11-17 12:19:44,2025-11-17 12:23:18,1,5,muscle_gain
28542,2025-11-10 09:44:47,2025-11-10 09:51:12,1,5,general_fitness
28545,2025-12-09 03:55:21,,0,4,general_fitness
28546,2025-12-20 02:59:44,2025-12-20 03:06:38,1,5,muscle_gain
28547,2025-12-25 07:54:48,2025-12-25 07:58:52,1,5,weight_loss
28549,2025-12-18 05:22:29,,0,1,general_fitness
28550,2025-12-30 08:46:14,2025-12-30 08:51:01,1,5,weight_loss
28551,2025-11-15 11:15:05,2025-11-15 11:21:30,1,5,muscle_gain
28552,2025-11-12 08:01:24,2025-11-12 08:06:34,1,5,general_fitness
28553,2025-12-22 07:02:39,2025-12-22 07:06:24,1,5,muscle_gain
28554,2025-12-20 00:25:08,2025-12-20 00:28:25,1,5,muscle_gain
28555,2025-11-16 01:10:59,2025-11-16 01:16:29,1,5,flexibility
28557,2025-12-19 02:50:30,2025-12-19 02:57:29,1,5,muscle_gain
28558,2025-12-08 06:37:25,2025-12-08 06:45:06,1,5,weight_loss
28559,2025-12-27 00:32:47,2025-12-27 00:39:30,1,5,general_fitness
28560,2025-12-25 06:20:01,2025-12-25 06:26:50,1,5,weight_loss
28561,2025-12-07 10:03:32,2025-12-07 10:11:16,1,5,muscle_gain
28562,2025-12-18 10:46:46,2025-12-18 10:51:31,1,5,muscle_gain
28563,2025-12-17 15:15:05,,0,2,general_fitness
28564,2025-11-08 18:42:51,,0,1,muscle_gain
28566,2025-12-05 21:27:57,2025-12-05 21:33:07,1,5,muscle_gain
28568,2025-12-27 05:32:50,2025-12-27 05:37:48,1,5,muscle_gain
28569,2025-11-05 05:33:05,2025-11-05 05:38:59,1,5,weight_loss
28571,2025-12-15 08:02:24,2025-12-15 08:08:14,1,5,muscle_gain
28572,2025-11-02 11:42:37,2025-11-02 11:46:59,1,5,weight_loss
28574,2025-12-27 16:15:02,2025-12-27 16:21:30,1,5,general_fitness
28576,2025-12-19 19:22:15,2025-12-19 19:29:58,1,5,muscle_gain
28577,2025-12-12 15:35:11,2025-12-12 15:43:08,1,5,weight_loss
28578,2025-12-14 00:43:28,,0,4,general_fitness
28579,2025-12-07 10:07:47,2025-12-07 10:11:35,1,5,muscle_gain
28580,2025-12-07 23:28:59,,0,1,muscle_gain
28581,2025-12-28 05:04:00,2025-12-28 05:08:22,1,5,weight_loss
28582,2025-12-03 21:20:19,2025-12-03 21:24:28,1,5,weight_loss
28584,2025-12-04 17:26:09,2025-12-04 17:33:21,1,5,muscle_gain
28585,2025-12-21 09:05:48,,0,1,weight_loss
28587,2025-12-21 05:00:20,2025-12-21 05:05:35,1,5,general_fitness
28589,2025-12-13 19:16:49,2025-12-13 19:24:02,1,5,muscle_gain
28590,2025-12-26 08:02:10,2025-12-26 08:09:31,1,5,weight_loss
28592,2025-12-16 06:44:51,2025-12-16 06:47:57,1,5,general_fitness
28593,2025-12-19 03:47:35,2025-12-19 03:53:18,1,5,flexibility
28594,2025-12-21 05:40:43,2025-12-21 05:46:24,1,5,weight_loss
28595,2025-11-29 23:58:11,2025-11-30 00:03:39,1,5,muscle_gain
28596,2025-12-16 02:46:42,,0,1,flexibility
28597,2025-12-03 14:17:51,2025-12-03 14:20:52,1,5,general_fitness
28598,2025-12-02 08:46:28,2025-12-02 08:50:01,1,5,weight_loss
28599,2025-12-07 09:51:51,,0,2,muscle_gain
28600,2025-12-03 04:57:47,2025-12-03 05:01:25,1,5,endurance
28601,2025-11-02 00:29:16,,0,3,general_fitness
28603,2025-12-13 21:22:19,,0,1,muscle_gain
28604,2025-11-12 07:19:54,2025-11-12 07:23:36,1,5,general_fitness
28606,2025-12-15 07:25:27,2025-12-15 07:32:28,1,5,general_fitness
28608,2025-12-21 09:12:46,2025-12-21 09:16:55,1,5,weight_loss
28609,2025-12-07 06:09:17,,0,4,endurance
28611,2025-11-07 00:12:50,2025-11-07 00:17:11,1,5,weight_loss
28613,2025-12-01 19:34:59,,0,1,weight_loss
28614,2025-11-25 02:06:33,2025-11-25 02:11:44,1,5,weight_loss
28615,2025-12-29 20:17:12,,0,3,endurance
28616,2025-12-26 11:06:47,,0,2,endurance
28617,2025-11-15 02:23:31,,0,2,muscle_gain
28618,2025-11-05 07:02:07,,0,2,endurance
28619,2025-12-26 03:38:49,2025-12-26 03:43:52,1,5,weight_loss
28620,2025-11-14 13:23:55,2025-11-14 13:29:30,1,5,muscle_gain
28622,2025-11-23 09:22:09,2025-11-23 09:25:33,1,5,muscle_gain
28623,2025-12-03 08:54:36,2025-12-03 08:59:18,1,5,muscle_gain
28625,2025-12-11 14:50:41,2025-12-11 14:57:20,1,5,endurance
28626,2025-11-16 12:36:58,2025-11-16 12:41:54,1,5,flexibility
28627,2025-12-04 09:43:11,,0,4,muscle_gain
28628,2025-12-28 17:42:51,2025-12-28 17:48:01,1,5,muscle_gain
28629,2025-11-21 11:56:07,,0,1,flexibility
28630,2025-12-16 12:01:29,2025-12-16 12:06:33,1,5,endurance
28631,2025-11-17 10:36:04,2025-11-17 10:40:09,1,5,muscle_gain
28633,2025-11-24 22:16:31,2025-11-24 22:21:36,1,5,muscle_gain
28636,2025-12-27 14:30:01,,0,1,muscle_gain
28637,2025-12-28 17:14:18,,0,3,muscle_gain
28638,2025-11-20 10:22:31,2025-11-20 10:29:15,1,5,muscle_gain
28639,2025-11-11 09:28:36,2025-11-11 09:32:33,1,5,muscle_gain
28640,2025-11-04 17:39:49,2025-11-04 17:43:52,1,5,muscle_gain
28641,2025-12-21 11:42:40,,0,1,weight_loss
28642,2025-11-16 17:42:47,2025-11-16 17:46:00,1,5,flexibility
28643,2025-12-24 09:51:15,2025-12-24 09:55:01,1,5,muscle_gain
28644,2025-12-30 01:35:33,,0,2,endurance
28645,2025-11-12 19:52:22,2025-11-12 19:55:47,1,5,weight_loss
28646,2025-11-23 18:53:37,2025-11-23 18:59:01,1,5,weight_loss
28647,2025-12-10 08:22:29,2025-12-10 08:30:08,1,5,weight_loss
28650,2025-11-18 15:04:28,2025-11-18 15:08:51,1,5,muscle_gain
28652,2025-12-19 18:58:29,2025-12-19 19:01:41,1,5,endurance
28653,2025-11-13 00:17:03,2025-11-13 00:20:33,1,5,endurance
28654,2025-11-01 15:25:16,2025-11-01 15:31:36,1,5,general_fitness
28655,2025-12-22 02:24:52,2025-12-22 02:30:53,1,5,general_fitness
28656,2025-11-02 12:38:05,2025-11-02 12:42:01,1,5,general_fitness
28657,2025-12-27 22:22:21,,0,4,weight_loss
28658,2025-12-10 09:38:33,2025-12-10 09:43:56,1,5,endurance
28660,2025-12-22 07:50:47,2025-12-22 07:55:36,1,5,muscle_gain
28661,2025-12-27 02:58:08,2025-12-27 03:03:50,1,5,weight_loss
28662,2025-12-21 22:06:10,2025-12-21 22:14:02,1,5,muscle_gain
28664,2025-11-15 15:03:27,,0,3,weight_loss
28665,2025-12-21 03:38:27,2025-12-21 03:43:59,1,5,weight_loss
28666,2025-12-14 10:20:03,,0,3,endurance
28669,2025-11-19 14:29:44,2025-11-19 14:35:21,1,5,general_fitness
28670,2025-12-03 02:23:34,,0,2,muscle_gain
28673,2025-12-06 03:03:41,2025-12-06 03:10:24,1,5,weight_loss
28674,2025-12-26 01:11:10,2025-12-26 01:15:24,1,5,muscle_gain
28675,2025-12-10 03:01:11,,0,1,weight_loss
28676,2025-12-28 20:05:19,,0,4,general_fitness
28677,2025-12-30 03:55:13,,0,3,weight_loss
28678,2025-11-04 01:01:29,2025-11-04 01:06:43,1,5,weight_loss
28679,2025-12-14 19:14:05,2025-12-14 19:20:18,1,5,weight_loss
28680,2025-11-25 06:02:20,2025-11-25 06:06:26,1,5,endurance
28684,2025-11-18 08:11:46,2025-11-18 08:18:00,1,5,general_fitness
28685,2025-12-19 23:49:48,2025-12-19 23:56:44,1,5,muscle_gain
28686,2025-11-07 19:46:47,,0,1,weight_loss
28688,2025-12-27 11:52:03,2025-12-27 11:56:06,1,5,weight_loss
28689,2025-11-02 13:56:57,2025-11-02 14:02:17,1,5,muscle_gain
28691,2025-12-19 08:13:52,2025-12-19 08:16:57,1,5,muscle_gain
28695,2025-12-30 19:35:10,2025-12-30 19:39:51,1,5,muscle_gain
28696,2025-12-19 08:46:27,,0,1,weight_loss
28699,2025-11-09 04:09:56,,0,4,flexibility
28700,2025-11-11 18:52:20,,0,4,muscle_gain
28701,2025-11-16 15:29:44,2025-11-16 15:36:26,1,5,weight_loss
28703,2025-12-03 14:00:54,2025-12-03 14:08:02,1,5,flexibility
28704,2025-12-17 02:23:14,,0,1,muscle_gain
28705,2025-11-19 05:57:41,2025-11-19 06:01:44,1,5,muscle_gain
28707,2025-12-24 17:46:11,2025-12-24 17:51:48,1,5,weight_loss
28708,2025-12-03 00:18:01,,0,1,weight_loss
28709,2025-11-17 20:51:20,2025-11-17 20:57:03,1,5,general_fitness
28711,2025-11-21 21:52:18,2025-11-21 22:00:16,1,5,weight_loss
28712,2025-11-12 00:34:30,2025-11-12 00:39:42,1,5,weight_loss
28714,2025-12-09 22:46:20,,0,2,weight_loss
28715,2025-12-23 01:20:45,2025-12-23 01:25:07,1,5,weight_loss
28716,2025-11-24 04:27:18,2025-11-24 04:30:29,1,5,flexibility
28717,2025-11-19 22:50:29,2025-11-19 22:53:37,1,5,muscle_gain
28719,2025-12-20 09:09:08,,0,1,weight_loss
28720,2025-12-03 18:31:40,2025-12-03 18:38:12,1,5,weight_loss
28722,2025-11-10 03:21:30,,0,4,weight_loss
28723,2025-12-06 04:52:22,2025-12-06 05:00:05,1,5,general_fitness
28724,2025-12-30 15:31:30,2025-12-30 15:34:39,1,5,endurance
28726,2025-12-12 04:33:48,2025-12-12 04:37:58,1,5,muscle_gain
28727,2025-11-02 06:55:34,,0,3,muscle_gain
28729,2025-12-22 19:24:01,,0,3,weight_loss
28730,2025-12-12 12:18:59,2025-12-12 12:22:29,1,5,muscle_gain
28731,2025-11-07 07:11:46,2025-11-07 07:15:09,1,5,weight_loss
28732,2025-12-06 21:56:54,2025-12-06 22:02:21,1,5,general_fitness
28734,2025-12-01 18:55:15,2025-12-01 19:02:32,1,5,flexibility
28736,2025-11-22 09:29:54,2025-11-22 09:36:06,1,5,weight_loss
28737,2025-12-06 15:02:14,2025-12-06 15:06:46,1,5,muscle_gain
28738,2025-12-08 03:16:12,2025-12-08 03:22:11,1,5,muscle_gain
28739,2025-12-26 23:56:53,2025-12-27 00:02:45,1,5,general_fitness
28740,2025-11-10 19:18:22,,0,1,general_fitness
28741,2025-12-11 23:41:32,2025-12-11 23:48:34,1,5,flexibility
28742,2025-11-03 09:09:12,2025-11-03 09:13:02,1,5,weight_loss
28743,2025-11-08 04:45:40,2025-11-08 04:52:05,1,5,endurance
28745,2025-12-21 04:42:29,2025-12-21 04:47:16,1,5,general_fitness
28746,2025-11-04 15:18:54,2025-11-04 15:25:21,1,5,general_fitness
28747,2025-12-29 13:16:31,2025-12-29 13:22:49,1,5,weight_loss
28749,2025-12-25 01:08:44,2025-12-25 01:14:09,1,5,weight_loss
28750,2025-11-18 09:33:11,2025-11-18 09:38:12,1,5,endurance
28751,2025-11-28 14:05:40,,0,1,general_fitness
28752,2025-12-21 08:30:08,,0,3,muscle_gain
28753,2025-12-01 11:47:49,2025-12-01 11:51:40,1,5,general_fitness
28754,2025-12-09 12:48:43,2025-12-09 12:52:44,1,5,muscle_gain
28755,2025-12-24 03:10:25,2025-12-24 03:14:26,1,5,endurance
28756,2025-12-17 00:53:58,2025-12-17 00:58:45,1,5,endurance
28757,2025-12-25 03:11:27,2025-12-25 03:17:27,1,5,endurance
28758,2025-11-08 02:06:42,2025-11-08 02:10:06,1,5,weight_loss
28760,2025-12-14 00:34:21,,0,2,weight_loss
28761,2025-12-14 08:35:59,2025-12-14 08:41:44,1,5,weight_loss
28763,2025-12-21 08:02:37,2025-12-21 08:07:14,1,5,flexibility
28764,2025-12-25 06:16:55,2025-12-25 06:21:56,1,5,general_fitness
28766,2025-11-09 08:38:38,2025-11-09 08:42:42,1,5,weight_loss
28767,2025-11-06 15:43:09,2025-11-06 15:49:58,1,5,weight_loss
28768,2025-11-13 23:12:39,2025-11-13 23:19:05,1,5,weight_loss
28769,2025-12-17 05:32:49,,0,3,flexibility
28770,2025-12-03 17:56:57,2025-12-03 18:02:53,1,5,endurance
28771,2025-11-29 19:48:40,2025-11-29 19:53:43,1,5,flexibility
28772,2025-12-28 02:42:54,2025-12-28 02:46:48,1,5,weight_loss
28773,2025-12-28 16:59:03,2025-12-28 17:02:14,1,5,muscle_gain
28774,2025-12-11 08:58:03,2025-12-11 09:02:19,1,5,weight_loss
28776,2025-11-22 19:55:55,,0,2,muscle_gain
28777,2025-12-06 06:26:52,2025-12-06 06:30:47,1,5,weight_loss
28778,2025-12-03 15:38:42,2025-12-03 15:45:37,1,5,muscle_gain
28779,2025-11-01 15:41:15,2025-11-01 15:44:19,1,5,endurance
28782,2025-11-19 12:05:13,2025-11-19 12:10:50,1,5,weight_loss
28783,2025-12-18 03:03:52,2025-12-18 03:08:48,1,5,endurance
28786,2025-11-19 03:11:23,2025-11-19 03:16:25,1,5,flexibility
28788,2025-12-08 20:23:41,,0,4,weight_loss
28789,2025-12-01 20:16:10,2025-12-01 20:22:53,1,5,muscle_gain
28790,2025-11-03 17:05:30,2025-11-03 17:10:27,1,5,muscle_gain
28791,2025-12-24 15:00:35,2025-12-24 15:06:40,1,5,general_fitness
28793,2025-12-07 00:26:16,2025-12-07 00:30:57,1,5,muscle_gain
28795,2025-12-07 16:11:40,2025-12-07 16:15:29,1,5,weight_loss
28797,2025-12-09 23:09:40,2025-12-09 23:16:14,1,5,muscle_gain
28801,2025-11-29 04:47:51,2025-11-29 04:52:27,1,5,endurance
28802,2025-11-18 23:28:11,2025-11-18 23:32:10,1,5,weight_loss
28803,2025-11-11 04:19:57,2025-11-11 04:27:25,1,5,flexibility
28804,2025-12-27 00:48:16,2025-12-27 00:51:37,1,5,flexibility
28805,2025-11-02 01:23:52,2025-11-02 01:27:29,1,5,general_fitness
28806,2025-12-28 08:13:07,,0,1,weight_loss
28807,2025-11-05 23:26:03,,0,1,general_fitness
28809,2025-11-24 02:46:41,2025-11-24 02:50:59,1,5,weight_loss
28810,2025-11-21 12:02:31,,0,4,endurance
28811,2025-11-15 20:30:56,2025-11-15 20:34:51,1,5,general_fitness
28812,2025-11-11 21:49:50,2025-11-11 21:53:36,1,5,weight_loss
28813,2025-11-06 18:57:50,,0,4,general_fitness
28814,2025-11-13 19:38:40,,0,4,weight_loss
28815,2025-12-13 00:35:55,2025-12-13 00:41:42,1,5,general_fitness
28816,2025-12-13 08:28:51,2025-12-13 08:32:53,1,5,weight_loss
28818,2025-12-19 17:57:45,2025-12-19 18:03:42,1,5,endurance
28820,2025-12-31 09:43:55,2025-12-31 09:48:02,1,5,muscle_gain
28821,2025-12-05 19:48:32,2025-12-05 19:55:23,1,5,endurance
28822,2025-12-01 11:28:22,,0,4,muscle_gain
28823,2025-12-30 04:05:21,2025-12-30 04:09:28,1,5,weight_loss
28826,2025-12-14 11:08:28,2025-12-14 11:12:10,1,5,general_fitness
28827,2025-12-15 13:24:45,,0,1,general_fitness
28828,2025-12-28 01:14:27,2025-12-28 01:18:12,1,5,muscle_gain
28831,2025-12-31 05:10:43,2025-12-31 05:15:40,1,5,endurance
28832,2025-12-25 18:36:27,2025-12-25 18:40:29,1,5,muscle_gain
28836,2025-11-25 14:09:27,,0,1,flexibility
28837,2025-12-20 17:33:00,2025-12-20 17:40:39,1,5,weight_loss
28840,2025-12-21 08:01:19,2025-12-21 08:07:10,1,5,general_fitness
28844,2025-11-20 15:37:10,2025-11-20 15:44:02,1,5,general_fitness
28845,2025-11-18 12:07:31,,0,1,endurance
28846,2025-12-29 02:19:08,2025-12-29 02:23:13,1,5,general_fitness
28847,2025-12-04 20:33:40,,0,2,muscle_gain
28848,2025-12-29 05:59:18,,0,1,muscle_gain
28850,2025-12-06 17:41:19,,0,1,muscle_gain
28852,2025-12-30 10:13:35,2025-12-30 10:18:34,1,5,endurance
28853,2025-11-01 18:46:10,,0,4,flexibility
28854,2025-12-26 10:04:57,,0,1,general_fitness
28855,2025-12-03 12:47:24,2025-12-03 12:53:55,1,5,muscle_gain
28856,2025-11-25 10:44:56,,0,1,endurance
28857,2025-12-03 09:38:56,2025-12-03 09:42:03,1,5,muscle_gain
28858,2025-11-30 09:26:52,2025-11-30 09:31:47,1,5,flexibility
28862,2025-12-10 10:32:21,,0,3,general_fitness
28864,2025-12-28 22:18:28,,0,2,general_fitness
28865,2025-12-27 10:53:54,,0,3,weight_loss
28867,2025-12-30 07:20:48,,0,3,endurance
28868,2025-12-01 03:29:19,2025-12-01 03:33:47,1,5,endurance
28870,2025-11-04 00:59:33,,0,4,weight_loss
28871,2025-12-25 00:40:42,,0,4,muscle_gain
28872,2025-12-01 08:32:38,,0,3,general_fitness
28873,2025-12-26 14:27:34,2025-12-26 14:31:21,1,5,weight_loss
28874,2025-12-06 02:55:45,,0,4,general_fitness
28875,2025-11-01 01:48:21,2025-11-01 01:56:03,1,5,weight_loss
28876,2025-12-10 01:37:17,2025-12-10 01:41:46,1,5,weight_loss
28879,2025-12-25 13:27:56,2025-12-25 13:35:30,1,5,endurance
28880,2025-12-17 16:31:49,2025-12-17 16:39:42,1,5,muscle_gain
28881,2025-11-30 13:22:02,2025-11-30 13:28:14,1,5,muscle_gain
28882,2025-12-20 15:46:02,2025-12-20 15:51:39,1,5,weight_loss
28890,2025-12-01 19:06:55,2025-12-01 19:12:11,1,5,endurance
28892,2025-12-11 04:12:24,,0,1,muscle_gain
28893,2025-11-04 15:58:48,2025-11-04 16:06:46,1,5,muscle_gain
28894,2025-11-17 10:42:58,2025-11-17 10:47:40,1,5,muscle_gain
28895,2025-12-20 12:52:53,2025-12-20 12:59:34,1,5,weight_loss
28897,2025-12-06 18:16:09,2025-12-06 18:22:29,1,5,general_fitness
28898,2025-11-01 18:24:12,,0,3,flexibility
28899,2025-11-25 21:48:24,2025-11-25 21:51:43,1,5,endurance
28901,2025-12-27 15:33:58,,0,3,general_fitness
28902,2025-12-13 16:02:51,,0,1,flexibility
28903,2025-12-11 16:57:03,,0,4,weight_loss
28904,2025-12-07 08:40:05,2025-12-07 08:43:24,1,5,general_fitness
28908,2025-12-20 22:58:16,2025-12-20 23:03:01,1,5,muscle_gain
28910,2025-11-03 14:04:19,2025-11-03 14:09:18,1,5,weight_loss
28912,2025-11-04 05:06:48,2025-11-04 05:10:20,1,5,weight_loss
28913,2025-11-23 02:15:23,2025-11-23 02:21:48,1,5,endurance
28914,2025-11-11 12:54:22,,0,4,endurance
28915,2025-11-07 14:21:03,2025-11-07 14:24:31,1,5,weight_loss
28916,2025-11-12 14:52:13,,0,4,muscle_gain
28918,2025-11-29 02:31:09,2025-11-29 02:34:42,1,5,muscle_gain
28920,2025-12-12 07:58:08,2025-12-12 08:01:55,1,5,weight_loss
28921,2025-11-06 00:50:38,2025-11-06 00:54:58,1,5,weight_loss
28922,2025-12-01 19:19:09,,0,4,general_fitness
28923,2025-12-04 05:31:25,2025-12-04 05:35:17,1,5,flexibility
28924,2025-11-15 18:43:41,2025-11-15 18:48:10,1,5,muscle_gain
28927,2025-12-08 11:29:02,2025-12-08 11:32:19,1,5,endurance
28928,2025-12-20 04:31:22,2025-12-20 04:37:50,1,5,muscle_gain
28929,2025-12-07 15:16:37,,0,3,muscle_gain
28933,2025-12-20 04:30:52,2025-12-20 04:36:55,1,5,weight_loss
28936,2025-12-11 18:23:36,2025-12-11 18:29:19,1,5,general_fitness
28938,2025-12-20 01:40:33,,0,4,muscle_gain
28939,2025-11-14 02:19:26,2025-11-14 02:27:01,1,5,weight_loss
28940,2025-12-18 00:26:41,2025-12-18 00:30:15,1,5,general_fitness
28942,2025-11-02 15:02:18,,0,1,endurance
28943,2025-11-05 08:15:07,,0,4,weight_loss
28944,2025-12-02 10:42:14,,0,3,weight_loss
28945,2025-12-14 22:19:37,,0,4,flexibility
28947,2025-11-09 14:57:36,2025-11-09 15:05:19,1,5,general_fitness
28948,2025-12-01 03:00:58,2025-12-01 03:04:39,1,5,flexibility
28951,2025-12-19 23:46:19,2025-12-19 23:53:48,1,5,weight_loss
28954,2025-11-19 15:45:01,,0,2,weight_loss
28955,2025-11-12 20:22:38,2025-11-12 20:26:37,1,5,muscle_gain
28956,2025-11-02 15:48:08,2025-11-02 15:53:08,1,5,general_fitness
28959,2025-11-01 06:26:25,,0,3,flexibility
28960,2025-12-10 11:59:40,,0,3,muscle_gain
28961,2025-11-22 10:37:31,2025-11-22 10:43:55,1,5,general_fitness
28963,2025-12-18 07:10:02,2025-12-18 07:15:03,1,5,weight_loss
28964,2025-12-24 07:15:48,2025-12-24 07:19:59,1,5,muscle_gain
